congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
113,House,254,2013-06-19,1,255,275,139,0.91,-0.415,0.043,-0.033,-264.165,,Passed,,On Approving the Journal,
113,House,255,2013-06-19,1,256,189,234,0.104,-0.237,0.263,0.464,-34.842,HR1947,Failed,,On Agreeing to the Amendment,
113,House,256,2013-06-19,1,257,267,156,0.64,0.629,-0.09,0.566,-225.05,HR1947,Agreed to,,On Agreeing to the Amendment,
113,House,257,2013-06-19,1,258,112,309,0.423,-0.175,-0.184,0.314,-125.91,HR1947,Failed,,On Agreeing to the Amendment,
113,House,258,2013-06-19,1,259,179,242,0.111,-0.218,0.184,0.559,-74.567,HR1947,Failed,,On Agreeing to the Amendment,
113,House,259,2013-06-19,1,260,157,266,-0.061,-0.238,0.183,0.465,-86.763,HR1947,Failed,,On Agreeing to the Amendment,
113,House,260,2013-06-19,1,261,273,149,0.127,0.833,0.96,1.922,-123.69,HR1947,Agreed to,,On Agreeing to the Amendment,
113,House,261,2013-06-19,1,262,203,220,-0.991,0.131,0.072,1.323,-261.693,HR1947,Failed,,On Agreeing to the Amendment,
113,House,262,2013-06-19,1,263,98,322,0.5,-0.182,-0.142,0.247,-153.061,HR1947,Failed,,On Agreeing to the Amendment,
113,House,263,2013-06-20,1,264,103,322,0.353,-0.544,-0.177,0.283,-126.772,HR1947,Failed,,On Agreeing to the Amendment,
113,House,264,2013-06-20,1,265,123,297,-0.27,0.893,0.184,-0.037,-136.017,HR1947,Failed,,On Agreeing to the Amendment,
113,House,265,2013-06-20,1,266,79,346,0.274,0.962,-0.104,-0.257,-171.905,HR1947,Failed,,On Agreeing to the Amendment,
113,House,266,2013-06-20,1,267,194,232,0.265,0.194,-1.223,-1.03,-71.974,HR1947,Failed,,On Agreeing to the Amendment,
113,House,267,2013-06-20,1,268,211,215,0.145,-0.017,0.17,0.105,-87.499,HR1947,Failed,,On Agreeing to the Amendment,
113,House,268,2013-06-20,1,269,225,200,-0.637,0.548,0.147,0.908,-201.342,HR1947,Agreed to,,On Agreeing to the Amendment,
113,House,269,2013-06-20,1,270,206,219,-0.075,0.885,0.144,0.117,-139.735,HR1947,Failed,,On Agreeing to the Amendment,
113,House,270,2013-06-20,1,271,194,230,0.226,-0.094,-0.156,0.043,-122.294,HR1947,Failed,,On Agreeing to the Amendment,
113,House,271,2013-06-20,1,272,156,269,0.382,0.018,-1.323,0.144,-97.188,HR1947,Failed,,On Agreeing to the Amendment,
113,House,272,2013-06-20,1,273,343,81,-0.071,0.961,-0.062,0.243,-191.252,HR1947,Agreed to,,On Agreeing to the Amendment,
113,House,273,2013-06-20,1,274,197,227,-0.013,-1.0,-0.148,0.117,-149.469,HR1947,Failed,,On Agreeing to the Amendment,
113,House,274,2013-06-20,1,275,208,218,0.101,-0.009,0.113,0.142,-158.252,HR1947,Failed,,On Agreeing to the Amendment,
113,House,275,2013-06-20,1,276,208,217,-0.834,0.552,0.273,1.721,-227.737,HR1947,Failed,,On Agreeing to the Amendment,
113,House,276,2013-06-20,1,277,174,252,-0.523,0.011,0.047,0.606,-252.044,HR1947,Failed,,On Agreeing to the Amendment,
113,House,277,2013-06-20,1,278,291,135,-0.379,-0.925,-0.094,0.006,-244.677,HR1947,Agreed to,,On Agreeing to the Amendment,
113,House,278,2013-06-20,1,279,235,192,0.642,0.767,-0.097,0.35,-239.357,HR1947,Agreed to,,On Agreeing to the Amendment,
113,House,279,2013-06-20,1,280,215,211,0.273,0.573,-0.092,0.115,-217.491,HR1947,Agreed to,,On Agreeing to the Amendment,
113,House,280,2013-06-20,1,281,206,221,0.745,0.505,-0.065,0.303,-270.436,HR1947,Failed,,On Agreeing to the Amendment,
113,House,281,2013-06-20,1,282,230,194,-0.829,0.202,0.084,1.669,-243.719,HR1947,Agreed to,,On Agreeing to the Amendment,
113,House,282,2013-06-20,1,283,175,250,0.347,-0.01,-1.185,0.121,-73.665,HR1947,Failed,,On Agreeing to the Amendment,
113,House,283,2013-06-20,1,284,227,198,0.155,-0.267,-1.101,-0.993,-20.031,HR1947,Agreed to,,On Agreeing to the Amendment,
113,House,284,2013-06-20,1,285,188,232,-0.014,-0.731,1.097,-0.328,-9.701,HR1947,Failed,Federal Agriculture Reform and Risk Management Act,On Motion to Recommit with Instructions,
113,House,285,2013-06-20,1,286,195,235,-0.644,0.765,-0.293,-1.42,-171.572,HR1947,Failed,Federal Agriculture Reform and Risk Management Act,On Passage,
113,House,286,2013-06-25,1,287,395,2,0.0,0.0,0.0,0.0,0.0,HR2383,Passed,"To designate the new Interstate Route 20 bridge over the Mississippi River connecting St. Louis, Missouri, and southwestern Illinois as the “Stan Musial Veterans Memorial Bridge”",On Motion to Suspend the Rules and Pass,
113,House,287,2013-06-25,1,288,392,3,0.0,0.0,0.0,0.0,0.0,HR1092,Passed,"To designate the air traffic control center located in Nashua, New Hampshire, as the “Patricia Clark Boston Air Route Traffic Control Center”",On Motion to Suspend the Rules and Pass,
113,House,288,2013-06-26,1,289,228,194,0.059,0.379,-0.726,0.242,-0.337,HRES274,Passed,"Providing for consideration of H.R. 1613, Outer Continental Shelf Transboundary Hydrocarbon Agreements Authorization Act; providing for consideration of H.R. 2231, Offshore Energy and Jobs Act; and providing for consideration of H.R. 2410, making appropriations for Agriculture, FY 2014",On Ordering the Previous Question,
113,House,289,2013-06-26,1,290,235,187,0.081,0.997,-1.047,0.78,-24.215,HRES274,Passed,"Providing for consideration of H.R. 1613, Outer Continental Shelf Transboundary Hydrocarbon Agreements Authorization Act; providing for consideration of H.R. 2231, Offshore Energy and Jobs Act; and providing for consideration of H.R. 2410, making appropriations for Agriculture, FY 2014",On Agreeing to the Resolution,
113,House,290,2013-06-27,1,291,213,213,-0.235,0.921,0.264,0.54,-70.75,HR1613,Failed,,On Agreeing to the Amendment,
113,House,291,2013-06-27,1,292,194,232,0.186,-0.646,0.902,1.344,-17.693,HR1613,Failed,"To amend the Outer Continental Shelf Lands Act to provide for the proper Federal management and oversight of transboundary hydrocarbon reservoirs, and for other purposes",On Motion to Recommit with Instructions,
113,House,292,2013-06-27,1,293,256,172,-0.295,0.349,-0.86,-1.703,-46.765,HR1613,Passed,"To amend the Outer Continental Shelf Lands Act to provide for the proper Federal management and oversight of transboundary hydrocarbon reservoirs, and for other purposes",On Passage,
113,House,293,2013-06-27,1,294,423,0,0.0,0.0,0.0,0.0,0.0,HR1864,Passed,"To amend title 10, United States Code, to require an Inspector General investigation of allegations of retaliatory personnel actions taken in response to making protected communications regarding sexual assault",On Motion to Suspend the Rules and Pass,
113,House,294,2013-06-27,1,295,188,233,-0.032,0.064,0.544,1.44,-18.43,HR2231,Failed,,On Agreeing to the Amendment,
113,House,295,2013-06-27,1,296,233,190,-0.138,0.245,-0.739,-1.592,-26.136,HR2231,Agreed to,,On Agreeing to the Amendment,
113,House,296,2013-06-27,1,297,238,185,0.261,-0.364,-0.177,-0.638,-91.249,HR2231,Agreed to,,On Agreeing to the Amendment,
113,House,297,2013-06-27,1,298,234,191,0.208,-0.412,-0.261,-0.665,-45.91,HR2231,Agreed to,,On Agreeing to the Amendment,
113,House,298,2013-06-28,1,299,183,235,-0.202,0.247,0.458,1.449,-32.714,HR2231,Failed,,On Agreeing to the Amendment,
113,House,299,2013-06-28,1,300,217,202,-0.14,0.72,-0.298,-0.512,-37.808,HR2231,Agreed to,,On Agreeing to the Amendment,
113,House,300,2013-06-28,1,301,209,210,-0.117,0.756,0.303,0.612,-49.414,HR2231,Failed,,On Agreeing to the Amendment,
113,House,301,2013-06-28,1,302,176,241,0.165,-0.499,0.57,1.586,-30.7,HR2231,Failed,,On Agreeing to the Amendment,
113,House,302,2013-06-28,1,303,195,225,0.012,-0.149,0.731,0.407,-4.351,HR2231,Failed,Offshore Energy and Jobs Act,On Motion to Recommit with Instructions,
113,House,303,2013-06-28,1,304,235,187,-0.02,-0.002,-0.473,-1.78,-35.649,HR2231,Passed,Offshore Energy and Jobs Act,On Passage,
113,House,304,2013-07-08,1,305,353,24,-0.653,0.187,-1.188,-1.272,-49.259,HR1341,Passed,To require the Financial Stability Oversight Council to conduct a study of the likely effects of the differences between the United States and other jurisdictions in implementing the derivatives credit valuation adjustment capital requirement,"On Motion to Suspend the Rules and Pass, as Amended",
113,House,305,2013-07-08,1,306,321,62,-0.568,0.402,-1.18,-1.464,-84.303,HR1564,Passed,To amend the Sarbanes-Oxley Act of 2002 to prohibit the Public Company Accounting Oversight Board from requiring public companies to use specific auditors or require the use of different auditors on a rotating basis,"On Motion to Suspend the Rules and Pass, as Amended",
113,House,306,2013-07-08,1,307,387,1,0.0,0.0,0.0,0.0,0.0,HR1171,Passed,"To amend title 40, United States Code, to improve veterans service organizations access to Federal surplus personal property",On Motion to Suspend the Rules and Pass,
113,House,307,2013-07-09,1,308,220,182,0.056,0.394,-0.717,0.296,-0.257,HRES288,Passed,"Providing for consideration of the bill (H.R. 2609) making appropriations for energy and water development and related agencies for the fiscal year ending September 30, 2014, and for other purposes",On Ordering the Previous Question,
113,House,308,2013-07-09,1,309,226,178,-0.205,-0.492,-0.436,0.363,-24.426,HRES288,Passed,"Providing for consideration of the bill (H.R. 2609) making appropriations for energy and water development and related agencies for the fiscal year ending September 30, 2014, and for other purposes",On Agreeing to the Resolution,
113,House,309,2013-07-09,1,310,262,138,0.971,-0.232,0.043,-0.045,-254.653,,Passed,,On Approving the Journal,
113,House,310,2013-07-09,1,311,177,236,-0.177,0.217,0.585,1.269,-19.665,HR2609,Failed,,On Agreeing to the Amendment,
113,House,311,2013-07-09,1,312,188,226,-0.153,0.31,0.394,1.183,-28.864,HR2609,Failed,,On Agreeing to the Amendment,
113,House,312,2013-07-09,1,313,152,264,-0.293,0.193,0.195,0.333,-101.865,HR2609,Failed,,On Agreeing to the Amendment,
113,House,313,2013-07-09,1,314,140,275,-0.3,0.954,0.051,-0.044,-262.249,HR2609,Failed,,On Agreeing to the Amendment,
113,House,314,2013-07-09,1,315,153,257,0.392,-0.024,-0.372,-0.058,-80.353,HR2609,Failed,,On Agreeing to the Amendment,
113,House,315,2013-07-09,1,316,168,241,-0.26,0.418,0.239,0.303,-68.961,HR2609,Failed,,On Agreeing to the Amendment,
113,House,316,2013-07-09,1,317,158,256,0.395,-0.371,-0.295,-0.074,-88.873,HR2609,Failed,,On Agreeing to the Amendment,
113,House,317,2013-07-09,1,318,201,213,-0.084,0.645,0.239,0.367,-52.578,HR2609,Failed,,On Agreeing to the Amendment,
113,House,318,2013-07-09,1,319,115,300,0.474,0.15,-1.273,-0.1,-100.244,HR2609,Failed,,On Agreeing to the Amendment,
113,House,319,2013-07-09,1,320,191,223,0.086,-0.14,0.191,0.258,-58.38,HR2609,Failed,,On Agreeing to the Amendment,
113,House,320,2013-07-09,1,321,177,238,-0.214,0.383,0.218,0.322,-65.24,HR2609,Failed,,On Agreeing to the Amendment,
113,House,321,2013-07-09,1,322,174,242,-0.24,0.47,0.244,0.269,-60.379,HR2609,Failed,,On Agreeing to the Amendment,
113,House,322,2013-07-09,1,323,164,252,-0.322,0.618,0.236,0.269,-88.683,HR2609,Failed,,On Agreeing to the Amendment,
113,House,323,2013-07-09,1,324,166,250,-0.296,0.679,0.232,0.217,-88.575,HR2609,Failed,,On Agreeing to the Amendment,
113,House,324,2013-07-09,1,325,82,335,-0.403,-0.345,0.146,0.211,-147.345,HR2609,Failed,,On Agreeing to the Amendment,
113,House,325,2013-07-09,1,326,150,266,0.29,-0.665,0.244,0.964,-83.706,HR2609,Failed,,On Agreeing to the Amendment,
113,House,326,2013-07-09,1,327,143,273,0.015,-0.415,0.17,0.576,-97.71,HR2609,Failed,,On Agreeing to the Amendment,
113,House,327,2013-07-10,1,328,156,266,-0.167,-0.119,0.197,0.421,-89.375,HR2609,Failed,,On Agreeing to the Amendment,
113,House,328,2013-07-10,1,329,156,266,-0.177,-0.081,1.002,2.152,-75.301,HR2609,Failed,,On Agreeing to the Amendment,
113,House,329,2013-07-10,1,330,165,252,0.431,-0.638,-1.347,-1.114,-104.045,HR2609,Failed,,On Agreeing to the Amendment,
113,House,330,2013-07-10,1,331,184,238,0.019,-0.583,1.182,1.176,-37.717,HR2609,Failed,,On Agreeing to the Amendment,
113,House,331,2013-07-10,1,332,196,227,-0.488,0.508,0.169,0.684,-161.124,HR2609,Failed,,On Agreeing to the Amendment,
113,House,332,2013-07-10,1,333,86,338,0.159,0.802,-0.097,-0.379,-160.238,HR2609,Failed,,On Agreeing to the Amendment,
113,House,333,2013-07-10,1,334,182,243,-0.234,0.156,0.161,0.77,-118.682,HR2609,Failed,,On Agreeing to the Amendment,
113,House,334,2013-07-10,1,335,114,308,-0.648,-0.016,0.1,0.746,-201.202,HR2609,Failed,,On Agreeing to the Amendment,
113,House,335,2013-07-10,1,336,131,291,-0.869,0.344,0.191,1.019,-217.565,HR2609,Failed,,On Agreeing to the Amendment,
113,House,336,2013-07-10,1,337,87,337,-0.445,-0.024,0.174,0.24,-138.184,HR2609,Failed,,On Agreeing to the Amendment,
113,House,337,2013-07-10,1,338,217,206,-0.352,0.763,0.201,0.596,-113.558,HR2609,Agreed to,,On Agreeing to the Amendment,
113,House,338,2013-07-10,1,339,94,329,0.661,-0.735,-1.388,-1.083,-135.843,HR2609,Failed,,On Agreeing to the Amendment,
113,House,339,2013-07-10,1,340,230,194,-0.06,0.274,-0.234,-0.278,-40.141,HR2609,Agreed to,,On Agreeing to the Amendment,
113,House,340,2013-07-10,1,341,170,253,0.177,-0.436,0.173,0.559,-90.566,HR2609,Failed,,On Agreeing to the Amendment,
113,House,341,2013-07-10,1,342,174,250,-0.699,0.483,0.465,2.267,-169.94,HR2609,Failed,,On Agreeing to the Amendment,
113,House,342,2013-07-10,1,343,147,273,0.393,-0.059,-0.19,0.067,-124.211,HR2609,Failed,,On Agreeing to the Amendment,
113,House,343,2013-07-10,1,344,195,230,0.027,0.388,0.335,-0.203,-13.725,HR2609,Failed,"Making appropriations for energy and water development and related agencies for the fiscal year ending September 30, 2014, and for other purposes",On Motion to Recommit with Instructions,
113,House,344,2013-07-10,1,345,227,199,-0.233,0.661,-0.256,-0.504,-56.699,HR2609,Passed,"Making appropriations for energy and water development and related agencies for the fiscal year ending September 30, 2014, and for other purposes",On Passage,
113,House,345,2013-07-11,1,346,125,260,-0.101,0.945,0.288,-0.275,-90.926,,Failed,,On Motion to Adjourn,
113,House,346,2013-07-11,1,347,226,196,0.161,0.559,-0.716,0.493,-5.44,HRES295,Passed,"Providing for consideration of the bill (H.R. 2642) to provide for the reform and continuation of agricultural and other programs of the Department of Agriculture through fiscal year 2018, and for other purposes",Table Appeal of the Ruling of the Chair,
113,House,347,2013-07-11,1,348,138,265,-0.263,0.283,0.333,-0.065,-77.696,,Failed,,On Motion to Adjourn,
113,House,348,2013-07-11,1,349,223,195,0.155,0.556,-0.721,0.445,-5.29,HRES295,Passed,"Providing for consideration of the bill (H.R. 2642) to provide for the reform and continuation of agricultural and other programs of the Department of Agriculture through fiscal year 2018, and for other purposes",On Agreeing to the Resolution,
113,House,349,2013-07-11,1,350,226,189,0.011,1.0,-1.229,-0.038,-20.706,HR2642,Passed,Federal Agriculture Reform and Risk Management Act,Table Appeal of the Ruling of the Chair,
113,House,350,2013-07-11,1,351,221,181,0.032,0.601,-1.119,0.572,-10.115,HR2642,Passed,Federal Agriculture Reform and Risk Management Act,Table Appeal of the Ruling of the Chair,
113,House,351,2013-07-11,1,352,198,226,0.168,0.684,0.725,-0.47,-5.261,HR2642,Failed,Federal Agriculture Reform and Risk Management Act,On Motion to Recommit with Instructions,
113,House,352,2013-07-11,1,353,216,209,-0.204,0.979,-0.323,-0.565,-47.323,HR2642,Passed,Federal Agriculture Reform and Risk Management Act,On Passage,
113,House,353,2013-07-16,1,354,405,2,0.0,0.0,0.0,0.0,0.0,HR2576,Passed,"To amend title 49, United States Code, to modify requirements relating to the availability of pipeline safety regulatory documents, and for other purposes",On Motion to Suspend the Rules and Pass,
113,House,354,2013-07-16,1,355,411,0,0.0,0.0,0.0,0.0,0.0,HR1848,Passed,"To ensure that the Federal Aviation Administration advances the safety of small airplanes, and the continued development of the general aviation industry, and for other purposes","On Motion to Suspend the Rules and Pass, as Amended",
113,House,355,2013-07-16,1,356,411,0,0.0,0.0,0.0,0.0,0.0,HR2611,Passed,"To designate the headquarters building of the Coast Guard on the campus located at 2701 Martin Luther King, Jr., Avenue Southeast in the District of Columbia as the “Douglas A. Munro Coast Guard Headquarters Building”, and for other purposes",On Motion to Suspend the Rules and Pass,
113,House,356,2013-07-17,1,357,230,192,-0.003,0.014,-0.732,-0.349,-2.548,HRES300,Passed,"Providing for consideration of the bill (H.R. 2668) to delay the application of the individual health insurance mandate; and providing for consideration of the bill (H.R. 2667) to delay the application of the employer health insurance mandate, and for other purposes",On Ordering the Previous Question,
113,House,357,2013-07-17,1,358,232,183,-0.096,0.4,-0.757,-0.088,-10.437,HRES300,Passed,"Providing for consideration of the bill (H.R. 2668) to delay the application of the individual health insurance mandate; and providing for consideration of the bill (H.R. 2667) to delay the application of the employer health insurance mandate, and for other purposes",On Agreeing to the Resolution,
113,House,358,2013-07-17,1,359,10,409,0.0,0.0,0.0,0.0,0.0,,Failed,,On Motion to Adjourn,
113,House,359,2013-07-17,1,360,188,230,-0.038,0.058,0.712,0.653,-4.623,HR2667,Failed,Authority for Mandate Delay Act,On Motion to Recommit with Instructions,
113,House,360,2013-07-17,1,361,264,162,-0.299,0.954,-0.51,-0.21,-50.033,HR2667,Passed,Authority for Mandate Delay Act,On Passage,
113,House,361,2013-07-17,1,362,193,230,0.04,-0.4,0.698,0.343,-3.215,HR2668,Failed,Fairness for American Families Act,On Motion to Recommit with Instructions,
113,House,362,2013-07-17,1,363,251,175,-0.316,0.949,-0.518,-0.436,-36.101,HR2668,Passed,Fairness for American Families Act,On Passage,
113,House,363,2013-07-18,1,364,232,192,0.016,0.117,-0.983,1.269,-12.857,HRES303,Passed,"Providing for consideration of H.R. 5, the Student Success Act",On Ordering the Previous Question,
113,House,364,2013-07-18,1,365,230,190,0.026,0.176,-1.121,1.132,-14.38,HRES303,Passed,"Providing for consideration of H.R. 5, the Student Success Act",On Agreeing to the Resolution,
113,House,365,2013-07-18,1,366,278,143,0.948,-0.319,0.043,-0.045,-267.501,,Passed,,On Approving the Journal,
113,House,366,2013-07-18,1,367,263,161,0.297,0.321,1.617,0.693,-132.847,HR5,Agreed to,,On Agreeing to the Amendment,
113,House,367,2013-07-18,1,368,241,182,-0.218,0.884,-1.137,-1.01,-32.614,HR5,Agreed to,,On Agreeing to the Amendment,
113,House,368,2013-07-18,1,369,239,187,-0.084,0.967,-0.284,-0.057,-40.736,HR5,Agreed to,,On Agreeing to the Amendment,
113,House,369,2013-07-19,1,370,227,196,0.127,0.99,-0.788,-0.036,-11.872,HR5,Agreed to,,On Agreeing to the Amendment,
113,House,370,2013-07-19,1,371,186,237,-0.122,0.624,0.267,0.173,-36.74,HR5,Failed,,On Agreeing to the Amendment,
113,House,371,2013-07-19,1,372,193,233,0.102,0.655,1.152,-0.849,-16.229,HR5,Failed,,On Agreeing to the Amendment,
113,House,372,2013-07-19,1,373,196,231,-0.047,0.999,0.447,0.241,-8.576,HR5,Failed,"To support State and local accountability for public education, protect State and local authority, inform parents of the performance of their children’s schools, and for other purposes",On Motion to Recommit with Instructions,
113,House,373,2013-07-19,1,374,221,208,-0.105,0.994,-0.991,-1.33,-34.597,HR5,Passed,"To support State and local accountability for public education, protect State and local authority, inform parents of the performance of their children’s schools, and for other purposes",On Passage,
113,House,374,2013-07-22,1,375,388,3,0.0,0.0,0.0,0.0,0.0,HR1542,Passed,WMD Intelligence and Information Sharing Act,On Motion to Suspend the Rules and Pass,
113,House,375,2013-07-22,1,376,388,0,0.0,0.0,0.0,0.0,0.0,HCONRES44,Passed,Authorizing the use of the Capitol Grounds for the District of Columbia Special Olympics Law Enforcement Torch Run,On Motion to Suspend the Rules and Agree,
113,House,376,2013-07-23,1,377,229,190,-0.057,-0.024,-0.698,0.526,-4.334,HRES312,Passed,"Providing for consideration of H.R. 2397, making appropriations for the Department of Defense, FY 2014; and H.R. 2610, making appropriations for the Departments of Transportation, and Housing and Urban Development, and related agencies, FY 2014",On Ordering the Previous Question,
113,House,377,2013-07-23,1,378,226,194,-0.079,0.997,-1.092,-0.655,-16.629,HRES312,Passed,"Providing for consideration of H.R. 2397, making appropriations for the Department of Defense, FY 2014; and H.R. 2610, making appropriations for the Departments of Transportation, and Housing and Urban Development, and related agencies, FY 2014",On Agreeing to the Resolution,
113,House,378,2013-07-23,1,379,50,372,-0.05,0.999,0.104,-0.382,-126.138,HR2397,Failed,,On Agreeing to the Amendment,
113,House,379,2013-07-23,1,380,176,242,-0.102,-0.661,0.2,0.02,-83.098,HR2397,Failed,,On Agreeing to the Amendment,
113,House,380,2013-07-23,1,381,141,272,-0.225,-0.046,0.172,0.568,-105.037,HR2397,Failed,,On Agreeing to the Amendment,
113,House,381,2013-07-23,1,382,49,372,-0.349,-0.407,0.178,0.833,-80.562,HR2397,Failed,,On Agreeing to the Amendment,
113,House,382,2013-07-23,1,383,93,327,0.423,-0.906,-0.14,0.118,-173.43,HR2397,Failed,,On Agreeing to the Amendment,
113,House,383,2013-07-23,1,384,173,249,-0.315,0.516,0.196,0.327,-105.857,HR2397,Failed,,On Agreeing to the Amendment,
113,House,384,2013-07-23,1,385,176,247,-0.394,0.832,0.352,0.557,-58.634,HR2397,Failed,,On Agreeing to the Amendment,
113,House,385,2013-07-23,1,386,186,237,0.419,0.17,-0.074,0.37,-240.462,HR2397,Failed,,On Agreeing to the Amendment,
113,House,386,2013-07-23,1,387,283,139,0.324,0.264,-0.003,0.662,-227.943,HR2397,Agreed to,,On Agreeing to the Amendment,
113,House,387,2013-07-23,1,388,184,237,-0.639,0.302,0.115,0.785,-232.899,HR2397,Failed,,On Agreeing to the Amendment,
113,House,388,2013-07-23,1,389,249,173,0.018,0.145,0.022,0.68,-226.691,HR2397,Agreed to,,On Agreeing to the Amendment,
113,House,389,2013-07-23,1,390,346,79,-0.191,0.502,0.015,0.676,-175.613,HR2397,Agreed to,,On Agreeing to the Amendment,
113,House,390,2013-07-23,1,391,150,276,-0.621,0.095,0.153,1.414,-206.247,HR2397,Failed,,On Agreeing to the Amendment,
113,House,391,2013-07-23,1,392,253,173,-0.383,0.591,-0.353,-0.697,-54.505,HR2397,Agreed to,,On Agreeing to the Amendment,
113,House,392,2013-07-23,1,393,332,94,-0.078,0.535,-0.053,0.349,-212.545,HR2397,Agreed to,,On Agreeing to the Amendment,
113,House,393,2013-07-23,1,394,237,189,0.088,-0.217,-0.574,-1.503,-18.622,HR2397,Agreed to,,On Agreeing to the Amendment,
113,House,394,2013-07-23,1,395,333,93,-0.208,0.636,0.05,0.581,-174.885,HR2397,Agreed to,,On Agreeing to the Amendment,
113,House,395,2013-07-23,1,396,109,317,-0.298,-0.239,0.19,0.387,-113.787,HR2397,Failed,,On Agreeing to the Amendment,
113,House,396,2013-07-23,1,397,142,283,-0.149,-0.202,0.229,0.763,-83.66,HR2397,Failed,,On Agreeing to the Amendment,
113,House,397,2013-07-23,1,398,185,238,0.574,0.36,-0.096,0.417,-233.266,HR2397,Failed,,On Agreeing to the Amendment,
113,House,398,2013-07-24,1,399,224,191,0.057,0.264,-0.726,0.273,-0.303,HRES315,Passed,"Providing for consideration of H.R. 2218, the Coal Residuals Reuse and Management Act and H.R. 1582, the Energy Consumers Relief Act",On Ordering the Previous Question,
113,House,399,2013-07-24,1,400,232,188,-0.064,-0.163,-1.079,-0.755,-18.515,HRES315,Passed,"Providing for consideration of H.R. 2218, the Coal Residuals Reuse and Management Act and H.R. 1582, the Energy Consumers Relief Act",On Agreeing to the Resolution,
113,House,400,2013-07-24,1,401,177,246,-0.904,0.217,0.142,1.478,-249.464,HR2397,Failed,,On Agreeing to the Amendment,
113,House,401,2013-07-24,1,402,235,188,-0.236,0.934,-0.277,-0.261,-55.001,HR2397,Agreed to,,On Agreeing to the Amendment,
113,House,402,2013-07-24,1,403,215,206,-0.609,0.793,0.294,1.192,-145.514,HR2397,Agreed to,,On Agreeing to the Amendment,
113,House,403,2013-07-24,1,404,137,286,0.209,-0.978,-0.111,0.124,-194.096,HR2397,Failed,,On Agreeing to the Amendment,
113,House,404,2013-07-24,1,405,238,186,-0.265,0.778,-0.312,-0.373,-42.53,HR2397,Agreed to,,On Agreeing to the Amendment,
113,House,405,2013-07-24,1,406,264,154,0.197,-0.693,0.045,-0.099,-259.364,HR2397,Agreed to,,On Agreeing to the Amendment,
113,House,406,2013-07-24,1,407,277,142,0.039,0.999,0.146,0.286,-150.224,HR2397,Agreed to,,On Agreeing to the Amendment,
113,House,407,2013-07-24,1,408,176,242,-0.329,0.574,0.276,0.547,-62.594,HR2397,Failed,,On Agreeing to the Amendment,
113,House,408,2013-07-24,1,409,187,237,-0.46,0.888,0.46,1.055,-55.075,HR2397,Failed,,On Agreeing to the Amendment,
113,House,409,2013-07-24,1,410,185,236,-0.665,0.747,0.418,1.552,-140.778,HR2397,Failed,,On Agreeing to the Amendment,
113,House,410,2013-07-24,1,411,409,12,-0.781,-0.088,-1.14,-1.897,-32.634,HR2397,Agreed to,,On Agreeing to the Amendment,
113,House,411,2013-07-24,1,412,205,218,-0.887,0.462,0.215,1.56,-258.363,HR2397,Failed,,On Agreeing to the Amendment,
113,House,412,2013-07-24,1,413,192,232,0.24,0.971,0.408,-0.532,-26.838,HR2397,Failed,"Making appropriations for the Department of Defense for fiscal year ending September 30, 2014, and for other purposes",On Motion to Recommit with Instructions,
113,House,413,2013-07-24,1,414,315,110,-0.529,0.199,-0.289,-1.028,-100.953,HR2397,Passed,"Making appropriations for the Department of Defense for fiscal year ending September 30, 2014, and for other purposes",On Passage,
113,House,414,2013-07-25,1,415,185,231,-0.13,0.419,1.099,1.285,-22.308,HR2218,Failed,,On Agreeing to the Amendment,
113,House,415,2013-07-25,1,416,176,239,-0.148,0.117,0.782,1.873,-29.617,HR2218,Failed,,On Agreeing to the Amendment,
113,House,416,2013-07-25,1,417,192,225,0.047,0.165,0.724,-0.222,-0.299,HR2218,Failed,To amend subtitle D of the Solid Waste Disposal Act to encourage recovery and beneficial use of coal combustion residuals and establish requirements for the proper management and disposal of coal combustion residuals that are protective of human health and the environment,On Motion to Recommit with Instructions,
113,House,417,2013-07-25,1,418,265,155,0.188,-0.466,-0.252,-1.062,-72.861,HR2218,Passed,To amend subtitle D of the Solid Waste Disposal Act to encourage recovery and beneficial use of coal combustion residuals and establish requirements for the proper management and disposal of coal combustion residuals that are protective of human health and the environment,On Passage,
113,House,418,2013-07-30,1,419,317,92,0.544,0.082,1.517,0.185,-125.322,HR2610,Agreed to,,On Agreeing to the Amendment,
113,House,419,2013-07-30,1,420,239,175,0.407,0.33,0.101,-0.17,-210.377,HR2610,Agreed to,,On Agreeing to the Amendment,
113,House,420,2013-07-30,1,421,191,224,0.622,0.783,-0.101,0.227,-241.264,HR2610,Failed,,On Agreeing to the Amendment,
113,House,421,2013-07-30,1,422,166,248,0.333,0.094,-0.129,0.176,-166.667,HR2610,Failed,,On Agreeing to the Amendment,
113,House,422,2013-07-30,1,423,154,258,-0.143,0.99,0.166,-0.021,-136.751,HR2610,Failed,,On Agreeing to the Amendment,
113,House,423,2013-07-30,1,424,109,300,-0.261,0.965,0.159,-0.068,-157.91,HR2610,Failed,,On Agreeing to the Amendment,
113,House,424,2013-07-30,1,425,116,295,-0.238,-0.396,0.132,0.194,-153.006,HR2610,Failed,,On Agreeing to the Amendment,
